asset_id,path,source_url,creator,license,proof_path,modifications,approval_status
magnet_audio_ui_click,assets/audio/ui_click.wav,Original procedural synthesis; scripts/GenerateAudio.py,Game Studio / Codex audio-designer,Original project asset; no third-party sample or music license,assets/audio/PROVENANCE.md,Deterministic synthesis; filtering; fades; controlled peaks; PCM16 export,original_no_third_party_dependencies
magnet_materials,scripts/CreateContent.py,Original Unreal material graph,Game Studio / Codex,Original project material; no external textures,assets/PROVENANCE.md,Parameterized base color roughness metallic and restrained emission,original-project
engine_primitives,unreal/Source/MagnetSweep/WorkbenchScene.cpp,Unreal Engine /Engine/BasicShapes,Epic Games,Unreal Engine licensed content; distribute only cooked with game,assets/PROVENANCE.md,Runtime scaled cubes and cylinders for original workbench construction,engine-runtime-content
salvage_toy_visual_target,assets/concepts/salvage-toy-visual-target.png,generated: OpenAI built-in image tool,Game Studio / Codex,Applicable OpenAI tool generation terms; concept reference only,assets/concepts/PROVENANCE.md,Original prompt then generated corridor correction; copied PNG unchanged,reference-only
rework_magnet_loop,assets/audio/rework/magnet_loop.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_magnet_on,assets/audio/rework/magnet_on.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_magnet_off,assets/audio/rework/magnet_off.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_pickup_metal1,assets/audio/rework/pickup_metal1.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_pickup_metal2,assets/audio/rework/pickup_metal2.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_pickup_metal3,assets/audio/rework/pickup_metal3.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_pickup_heavy,assets/audio/rework/pickup_heavy.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_rare_find,assets/audio/rework/rare_find.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_vent,assets/audio/rework/vent.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_warning_loop,assets/audio/rework/warning_loop.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_overload,assets/audio/rework/overload.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_smelt,assets/audio/rework/smelt.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_payout,assets/audio/rework/payout.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_upgrade,assets/audio/rework/upgrade.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_contract_success,assets/audio/rework/contract_success.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_contract_fail,assets/audio/rework/contract_fail.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_ui_click,assets/audio/rework/ui_click.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_furnace_loop,assets/audio/rework/furnace_loop.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
rework_workshop_music,assets/audio/rework/workshop_music.wav,original: scripts/GenerateReworkAudio.py,Game Studio / Codex,Original project asset; no third-party samples/composition; project distribution license unset,assets/audio/rework/PROVENANCE.md,Original synthesis/arrangement; stereo room; spectral shaping; level control; dither; PCM16 export,original-project
engine_daylight_ambient,unreal/Source/MagnetSweep/WorkbenchScene.cpp,Unreal Engine /Engine/MapTemplates/Sky/DaylightAmbientCubemap,Epic Games,Unreal Engine content; cooked game use only,assets/PROVENANCE.md,Ambient reflection and fill for original salvage scene,engine-runtime-content
